,Open_BTC-USD,High_BTC-USD,Low_BTC-USD,Close_BTC-USD,Adj Close_BTC-USD,Volume_BTC-USD,Open_^GSPC,High_^GSPC,Low_^GSPC,Close_^GSPC,Adj Close_^GSPC,Volume_^GSPC,Open_^IXIC,High_^IXIC,Low_^IXIC,Close_^IXIC,Adj Close_^IXIC,Volume_^IXIC,Open_^VIX,High_^VIX,Low_^VIX,Close_^VIX,Adj Close_^VIX,Volume_^VIX,Bond Yields,Inflation,Unemployment,Interest Rate,Consumer Sentiment,GDP,market crash,recession,buy gold,stock market crash
2000-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-01-18,,,,,,,1465.1500244140625,1465.1500244140625,1451.300048828125,1455.1400146484375,1455.1400146484375,1056700000.0,4059.64990234375,4148.0,4053.2099609375,4130.81005859375,4130.81005859375,1585230000.0,21.38999938964844,21.6299991607666,20.969999313354492,21.5,21.5,0.0,6.75,,,,,,,,,
2000-01-19,,,,,,,1455.1400146484375,1461.3900146484375,1448.6800537109375,1455.9000244140625,1455.9000244140625,1087800000.0,4116.27001953125,4164.64990234375,4084.72998046875,4151.2900390625,4151.2900390625,1652210000.0,22.149999618530273,22.15999984741211,21.440000534057617,21.719999313354492,21.719999313354492,0.0,6.73,,,,,,,,,
2000-01-20,,,,,,,1455.9000244140625,1465.7099609375,1438.5400390625,1445.5699462890625,1445.5699462890625,1100700000.0,4205.06005859375,4227.35009765625,4143.60986328125,4189.509765625,4189.509765625,1851300000.0,21.309999465942383,22.600000381469727,21.18000030517578,21.75,21.75,0.0,6.79,,,,,,,,,
2000-01-21,,,,,,,1445.5699462890625,1453.1800537109375,1439.5999755859375,1441.3599853515625,1441.3599853515625,1209800000.0,4236.64990234375,4238.0,4168.2998046875,4235.39990234375,4235.39990234375,1923680000.0,21.549999237060547,21.90999984741211,20.5,20.81999969482422,20.81999969482422,0.0,6.79,,,,,,,,,
2000-01-24,,,,,,,1441.3599853515625,1454.0899658203125,1395.4200439453125,1401.530029296875,1401.530029296875,1115800000.0,4290.3798828125,4303.14990234375,4095.31005859375,4096.080078125,4096.080078125,1989050000.0,21.43000030517578,24.440000534057617,21.43000030517578,24.06999969482422,24.06999969482422,0.0,6.69,,,,,,,,,
2000-01-25,,,,,,,1401.530029296875,1414.260009765625,1388.489990234375,1410.030029296875,1410.030029296875,1073700000.0,4124.75,4167.6298828125,4028.510009765625,4167.41015625,4167.41015625,1743630000.0,23.790000915527344,24.280000686645508,22.8700008392334,23.020000457763672,23.020000457763672,0.0,6.7,,,,,,,,,
2000-01-26,,,,,,,1410.030029296875,1412.72998046875,1400.1600341796875,1404.0899658203125,1404.0899658203125,1117300000.0,4174.72021484375,4174.72021484375,4069.909912109375,4069.909912109375,4069.909912109375,1717000000.0,22.90999984741211,23.190000534057617,22.450000762939453,23.030000686645508,23.030000686645508,0.0,6.69,,,,,,,,,
2000-01-27,,,,,,,1404.0899658203125,1418.8599853515625,1370.989990234375,1398.56005859375,1398.56005859375,1129500000.0,4120.5,4140.08984375,3973.590087890625,4039.56005859375,4039.56005859375,1798460000.0,22.3700008392334,24.38999938964844,22.030000686645508,23.540000915527344,23.540000915527344,0.0,6.68,,,,,,,,,
2000-01-28,,,,,,,1398.56005859375,1398.56005859375,1356.199951171875,1360.1600341796875,1360.1600341796875,1095800000.0,4010.139892578125,4048.31005859375,3856.22998046875,3887.070068359375,3887.070068359375,1616370000.0,23.75,26.540000915527344,23.170000076293945,26.13999938964844,26.13999938964844,0.0,6.66,,,,,,,,,
2000-01-31,,,,,,,1360.1600341796875,1394.47998046875,1350.1400146484375,1394.4599609375,1394.4599609375,993800000.0,3873.840087890625,3940.4599609375,3748.030029296875,3940.35009765625,3940.35009765625,1507630000.0,26.780000686645508,27.43000030517578,24.940000534057617,24.950000762939453,24.950000762939453,0.0,6.68,,,,,,,,,
2000-02-01,,,,,,,1394.4599609375,1412.489990234375,1384.7900390625,1409.280029296875,1409.280029296875,981000000.0,3961.070068359375,4053.159912109375,3911.840087890625,4051.97998046875,4051.97998046875,1398240000.0,24.43000030517578,24.739999771118164,23.290000915527344,23.450000762939453,23.450000762939453,0.0,6.62,170.0,4.1,5.73,111.3,,,,,
2000-02-02,,,,,,,1409.280029296875,1420.6099853515625,1403.489990234375,1409.1199951171875,1409.1199951171875,1038600000.0,4059.030029296875,4125.75,4051.43994140625,4073.9599609375,4073.9599609375,1527880000.0,23.020000457763672,24.739999771118164,22.6200008392334,23.1200008392334,23.1200008392334,0.0,6.6,,,,,,,,,
2000-02-03,,,,,,,1409.1199951171875,1425.780029296875,1398.52001953125,1424.969970703125,1424.969970703125,1146500000.0,4134.64990234375,4211.06005859375,4085.530029296875,4210.97998046875,4210.97998046875,1722330000.0,22.719999313354492,23.729999542236328,21.93000030517578,22.010000228881836,22.010000228881836,0.0,6.49,,,,,,,,,
2000-02-04,,,,,,,1424.969970703125,1435.9100341796875,1420.6300048828125,1424.3699951171875,1424.3699951171875,1045100000.0,4242.14990234375,4294.83984375,4229.2001953125,4244.14013671875,4244.14013671875,1751450000.0,20.770000457763672,21.770000457763672,20.690000534057617,21.540000915527344,21.540000915527344,0.0,6.53,,,,,,,,,
2000-02-07,,,,,,,1424.3699951171875,1427.1500244140625,1413.3299560546875,1424.239990234375,1424.239990234375,918100000.0,4274.02978515625,4321.9599609375,4244.740234375,4321.77001953125,4321.77001953125,1625540000.0,22.969999313354492,23.270000457763672,22.790000915527344,22.790000915527344,22.790000915527344,0.0,6.64,,,,,,,,,
2000-02-08,,,,,,,1424.239990234375,1441.8299560546875,1424.239990234375,1441.719970703125,1441.719970703125,1047700000.0,4370.009765625,4428.47998046875,4370.009765625,4427.5,4427.5,1971180000.0,21.68000030517578,22.079999923706055,21.170000076293945,21.25,21.25,0.0,6.59,,,,,,,,,
2000-02-09,,,,,,,1441.719970703125,1444.550048828125,1411.6500244140625,1411.7099609375,1411.7099609375,1050500000.0,4460.18017578125,4460.759765625,4362.740234375,4363.240234375,4363.240234375,1775590000.0,21.540000915527344,22.899999618530273,21.290000915527344,22.899999618530273,22.899999618530273,0.0,6.56,,,,,,,,,
2000-02-10,,,,,,,1411.699951171875,1422.0999755859375,1406.4300537109375,1416.8299560546875,1416.8299560546875,1058800000.0,4390.16015625,4485.669921875,4357.68994140625,4485.6298828125,4485.6298828125,1813590000.0,23.36000061035156,23.549999237060547,22.75,23.06999969482422,23.06999969482422,0.0,6.67,,,,,,,,,
2000-02-11,,,,,,,1416.8299560546875,1416.8299560546875,1378.8900146484375,1387.1199951171875,1387.1199951171875,1025700000.0,4489.330078125,4489.7900390625,4360.5400390625,4395.4501953125,4395.4501953125,1738590000.0,22.940000534057617,24.799999237060547,22.81999969482422,24.420000076293945,24.420000076293945,0.0,6.63,,,,,,,,,
2000-02-14,,,,,,,1387.1199951171875,1394.9300537109375,1380.530029296875,1389.93994140625,1389.93994140625,927300000.0,4434.3798828125,4435.9599609375,4355.5400390625,4418.5498046875,4418.5498046875,1600850000.0,24.670000076293945,24.88999938964844,24.270000457763672,24.3799991607666,24.3799991607666,0.0,6.56,,,,,,,,,
2000-02-15,,,,,,,1389.93994140625,1407.719970703125,1376.25,1402.050048828125,1402.050048828125,1092100000.0,4415.52001953125,4440.6201171875,4291.10009765625,4420.77001953125,4420.77001953125,1708930000.0,24.079999923706055,24.75,22.84000015258789,22.920000076293945,22.920000076293945,0.0,6.56,,,,,,,,,
2000-02-16,,,,,,,1402.050048828125,1404.550048828125,1385.5799560546875,1387.6700439453125,1387.6700439453125,1018800000.0,4427.18994140625,4477.64013671875,4413.66015625,4427.64990234375,4427.64990234375,1782130000.0,23.200000762939453,23.829999923706055,22.739999771118164,23.510000228881836,23.510000228881836,0.0,6.56,,,,,,,,,
2000-02-17,,,,,,,1387.6700439453125,1399.8800048828125,1380.0699462890625,1388.260009765625,1388.260009765625,1034800000.0,4483.009765625,4553.14013671875,4444.75,4548.919921875,4548.919921875,2008440000.0,22.899999618530273,23.479999542236328,22.6299991607666,23.170000076293945,23.170000076293945,0.0,6.58,,,,,,,,,
2000-02-18,,,,,,,1388.260009765625,1388.5899658203125,1345.3199462890625,1346.0899658203125,1346.0899658203125,1042300000.0,4563.72021484375,4564.4501953125,4404.60986328125,4411.740234375,4411.740234375,1898410000.0,23.3700008392334,26.3700008392334,23.3700008392334,26.0,26.0,0.0,6.49,,,,,,,,,
2000-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-22,,,,,,,1346.0899658203125,1358.1099853515625,1331.8800048828125,1352.1700439453125,1352.1700439453125,980000000.0,4432.830078125,4443.93994140625,4291.009765625,4382.1201171875,4382.1201171875,1772290000.0,25.90999984741211,28.1200008392334,25.469999313354492,25.86000061035156,25.86000061035156,0.0,6.36,,,,,,,,,
2000-02-23,,,,,,,1352.1700439453125,1370.1099853515625,1342.43994140625,1360.68994140625,1360.68994140625,993700000.0,4406.8798828125,4567.97021484375,4401.3798828125,4550.330078125,4550.330078125,1892800000.0,25.200000762939453,25.3700008392334,23.559999465942383,23.88999938964844,23.88999938964844,0.0,6.44,,,,,,,,,
2000-02-24,,,,,,,1360.68994140625,1364.800048828125,1329.8800048828125,1353.4300537109375,1353.4300537109375,1215000000.0,4583.89013671875,4620.02978515625,4495.2001953125,4617.64990234375,4617.64990234375,1944050000.0,24.18000030517578,25.940000534057617,24.149999618530273,24.3799991607666,24.3799991607666,0.0,6.36,,,,,,,,,
2000-02-25,,,,,,,1353.4300537109375,1362.1400146484375,1329.1500244140625,1333.3599853515625,1333.3599853515625,1065200000.0,4618.830078125,4662.93017578125,4576.18994140625,4590.5,4590.5,1825500000.0,24.1299991607666,25.3700008392334,23.579999923706055,25.200000762939453,25.200000762939453,0.0,6.36,,,,,,,,,
2000-02-28,,,,,,,1333.3599853515625,1360.8199462890625,1325.0699462890625,1348.050048828125,1348.050048828125,1026500000.0,4575.06982421875,4626.72021484375,4466.419921875,4577.85009765625,4577.85009765625,1798070000.0,25.899999618530273,26.190000534057617,24.09000015258789,24.68000030517578,24.68000030517578,0.0,6.37,,,,,,,,,
2000-02-29,,,,,,,1348.050048828125,1369.6300048828125,1348.050048828125,1366.4200439453125,1366.4200439453125,1204300000.0,4646.64013671875,4698.4599609375,4637.169921875,4696.68994140625,4696.68994140625,2088840000.0,23.760000228881836,23.8799991607666,23.239999771118164,23.3700008392334,23.3700008392334,0.0,6.42,,,,,,,,,
2000-03-01,,,,,,,1366.4200439453125,1383.4599609375,1366.4200439453125,1379.18994140625,1379.18994140625,1274100000.0,4732.81982421875,4796.89990234375,4732.81982421875,4784.080078125,4784.080078125,2232340000.0,22.649999618530273,22.719999313354492,21.40999984741211,21.63999938964844,21.63999938964844,0.0,6.39,171.0,4.0,5.85,107.1,,,,,
2000-03-02,,,,,,,1379.18994140625,1386.56005859375,1370.3499755859375,1381.760009765625,1381.760009765625,1198600000.0,4816.81005859375,4829.009765625,4705.4501953125,4754.509765625,4754.509765625,2137080000.0,21.6200008392334,22.100000381469727,20.93000030517578,21.059999465942383,21.059999465942383,0.0,6.4,,,,,,,,,
2000-03-03,,,,,,,1381.760009765625,1410.8800048828125,1381.760009765625,1409.1700439453125,1409.1700439453125,1150300000.0,4846.009765625,4914.7900390625,4813.81982421875,4914.7900390625,4914.7900390625,2136530000.0,19.979999542236328,20.040000915527344,19.190000534057617,19.209999084472656,19.209999084472656,0.0,6.39,,,,,,,,,
2000-03-06,,,,,,,1409.1700439453125,1409.739990234375,1384.75,1391.280029296875,1391.280029296875,1029000000.0,4935.64990234375,4980.14990234375,4887.8798828125,4904.85009765625,4904.85009765625,2015580000.0,20.3799991607666,21.739999771118164,20.329999923706055,21.5,21.5,0.0,6.42,,,,,,,,,
2000-03-07,,,,,,,1391.280029296875,1399.2099609375,1349.989990234375,1355.6199951171875,1355.6199951171875,1314100000.0,4991.97021484375,5006.77978515625,4829.8798828125,4847.83984375,4847.83984375,2156410000.0,22.239999771118164,24.489999771118164,22.239999771118164,24.309999465942383,24.309999465942383,0.0,6.39,,,,,,,,,
2000-03-08,,,,,,,1355.6199951171875,1373.7900390625,1346.6199951171875,1366.699951171875,1366.699951171875,1203000000.0,4920.85986328125,4923.14013671875,4722.14013671875,4897.259765625,4897.259765625,2020130000.0,24.56999969482422,25.200000762939453,23.479999542236328,23.81999969482422,23.81999969482422,0.0,6.38,,,,,,,,,
2000-03-09,,,,,,,1366.699951171875,1401.8199462890625,1357.8800048828125,1401.68994140625,1401.68994140625,1123000000.0,4913.080078125,5047.9599609375,4857.56982421875,5046.85986328125,5046.85986328125,2006810000.0,24.18000030517578,24.18000030517578,22.200000762939453,22.209999084472656,22.209999084472656,0.0,6.35,,,,,,,,,
2000-03-10,,,,,,,1401.68994140625,1413.4599609375,1392.0699462890625,1395.0699462890625,1395.0699462890625,1138800000.0,5060.33984375,5132.52001953125,5039.35009765625,5048.6201171875,5048.6201171875,1992170000.0,20.88999938964844,21.690000534057617,20.84000015258789,21.239999771118164,21.239999771118164,0.0,6.39,,,,,,,,,
2000-03-13,,,,,,,1395.0699462890625,1398.3900146484375,1364.8399658203125,1383.6199951171875,1383.6199951171875,1016100000.0,4879.02978515625,5027.72998046875,4839.259765625,4907.240234375,4907.240234375,1736270000.0,23.030000686645508,23.260000228881836,21.989999771118164,22.850000381469727,22.850000381469727,0.0,6.36,,,,,,,,,
2000-03-14,,,,,,,1383.6199951171875,1395.1500244140625,1359.1500244140625,1359.1500244140625,1359.1500244140625,1094000000.0,4997.31005859375,5013.490234375,4706.60986328125,4706.6298828125,4706.6298828125,1977820000.0,22.75,24.40999984741211,22.329999923706055,24.40999984741211,24.40999984741211,0.0,6.31,,,,,,,,,
2000-03-15,,,,,,,1359.1500244140625,1397.989990234375,1356.989990234375,1392.1400146484375,1392.1400146484375,1302800000.0,4758.43994140625,4758.43994140625,4553.919921875,4582.6201171875,4582.6201171875,1937800000.0,24.65999984741211,24.760000228881836,21.979999542236328,22.34000015258789,22.34000015258789,0.0,6.29,,,,,,,,,
2000-03-16,,,,,,,1392.1500244140625,1458.469970703125,1392.1500244140625,1458.469970703125,1458.469970703125,1482300000.0,4658.43994140625,4717.759765625,4455.10009765625,4717.39013671875,4717.39013671875,2041510000.0,21.649999618530273,21.920000076293945,20.489999771118164,20.770000457763672,20.770000457763672,0.0,6.26,,,,,,,,,
2000-03-17,,,,,,,1458.469970703125,1477.3299560546875,1453.3199462890625,1464.469970703125,1464.469970703125,1295100000.0,4702.02978515625,4805.93994140625,4702.02978515625,4798.1298828125,4798.1298828125,1691530000.0,21.260000228881836,22.559999465942383,21.06999969482422,22.3700008392334,22.3700008392334,0.0,6.2,,,,,,,,,
2000-03-20,,,,,,,1464.469970703125,1470.300048828125,1448.489990234375,1456.6300048828125,1456.6300048828125,920800000.0,4812.14013671875,4822.7001953125,4610.0,4610.0,4610.0,1539860000.0,22.309999465942383,23.260000228881836,22.280000686645508,22.959999084472656,22.959999084472656,0.0,6.18,,,,,,,,,
2000-03-21,,,,,,,1456.6300048828125,1493.9200439453125,1446.06005859375,1493.8699951171875,1493.8699951171875,1065900000.0,4589.52001953125,4712.240234375,4467.52978515625,4711.68017578125,4711.68017578125,1753310000.0,23.450000762939453,23.450000762939453,21.270000457763672,21.700000762939453,21.700000762939453,0.0,6.13,,,,,,,,,
2000-03-22,,,,,,,1493.8699951171875,1505.0799560546875,1487.3299560546875,1500.6400146484375,1500.6400146484375,1075000000.0,4750.5400390625,4900.419921875,4736.89990234375,4864.75,4864.75,1769510000.0,21.90999984741211,22.020000457763672,21.219999313354492,21.489999771118164,21.489999771118164,0.0,6.13,,,,,,,,,
2000-03-23,,,,,,,1500.6400146484375,1532.5,1492.3900146484375,1527.3499755859375,1527.3499755859375,1078300000.0,4874.169921875,4975.66015625,4865.10009765625,4940.60986328125,4940.60986328125,1714160000.0,21.81999969482422,22.420000076293945,21.100000381469727,22.260000228881836,22.260000228881836,0.0,6.08,,,,,,,,,
2000-03-24,,,,,,,1527.3499755859375,1552.8699951171875,1516.8299560546875,1527.4599609375,1527.4599609375,1052200000.0,4986.5400390625,5078.85986328125,4902.830078125,4963.02978515625,4963.02978515625,1688970000.0,22.450000762939453,23.959999084472656,22.1200008392334,23.309999465942383,23.309999465942383,0.0,6.2,,,,,,,,,
2000-03-27,,,,,,,1527.4599609375,1534.6300048828125,1518.4599609375,1523.8599853515625,1523.8599853515625,901000000.0,4994.419921875,5022.22998046875,4946.60986328125,4958.56005859375,4958.56005859375,1380380000.0,24.350000381469727,24.799999237060547,24.100000381469727,24.530000686645508,24.530000686645508,0.0,6.21,,,,,,,,,
2000-03-28,,,,,,,1523.8599853515625,1527.3599853515625,1507.0899658203125,1507.72998046875,1507.72998046875,959100000.0,4939.0498046875,4952.93017578125,4833.89013671875,4833.89013671875,4833.89013671875,1490090000.0,24.989999771118164,25.200000762939453,24.469999313354492,24.86000061035156,24.86000061035156,0.0,6.17,,,,,,,,,
2000-03-29,,,,,,,1507.72998046875,1521.449951171875,1497.449951171875,1508.52001953125,1508.52001953125,1061900000.0,4860.02001953125,4860.02001953125,4641.009765625,4644.669921875,4644.669921875,1738270000.0,24.3700008392334,25.020000457763672,23.790000915527344,24.100000381469727,24.100000381469727,0.0,6.18,,,,,,,,,
2000-03-30,,,,,,,1508.52001953125,1517.3800048828125,1474.6300048828125,1487.9200439453125,1487.9200439453125,1193400000.0,4540.43994140625,4683.8798828125,4355.68994140625,4457.89013671875,4457.89013671875,1925860000.0,23.950000762939453,25.8700008392334,23.790000915527344,25.469999313354492,25.469999313354492,0.0,6.06,,,,,,,,,
2000-03-31,,,,,,,1487.9200439453125,1519.81005859375,1484.3800048828125,1498.5799560546875,1498.5799560546875,1227400000.0,4550.2099609375,4606.47998046875,4381.3798828125,4572.830078125,4572.830078125,2118100000.0,24.780000686645508,24.969999313354492,23.440000534057617,24.11000061035156,24.11000061035156,0.0,6.03,,,,,,,,,
2000-04-03,,,,,,,1498.5799560546875,1507.18994140625,1486.9599609375,1505.969970703125,1505.969970703125,1021700000.0,4494.89013671875,4572.83984375,4193.10009765625,4223.68017578125,4223.68017578125,1739920000.0,24.989999771118164,25.86000061035156,24.030000686645508,24.030000686645508,24.030000686645508,0.0,6.0,,,,,,,,,
2000-04-04,,,,,,,1505.97998046875,1526.449951171875,1416.4100341796875,1494.72998046875,1494.72998046875,1515460000.0,4283.4501953125,4283.4501953125,3649.110107421875,4148.89013671875,4148.89013671875,2889100000.0,23.5,31.15999984741211,23.25,27.1200008392334,27.1200008392334,0.0,5.9,,,,,,,,,
2000-04-05,,,,,,,1494.72998046875,1506.550048828125,1478.050048828125,1487.3699951171875,1487.3699951171875,1110300000.0,4025.89990234375,4286.8798828125,4009.090087890625,4169.22021484375,4169.22021484375,1947700000.0,28.559999465942383,30.010000228881836,27.770000457763672,28.40999984741211,28.40999984741211,0.0,5.9,,,,,,,,,
2000-04-06,,,,,,,1487.3699951171875,1511.760009765625,1487.3699951171875,1501.3399658203125,1501.3399658203125,1008000000.0,4266.7998046875,4324.08984375,4196.509765625,4267.56005859375,4267.56005859375,1746450000.0,27.709999084472656,27.829999923706055,27.049999237060547,27.149999618530273,27.149999618530273,0.0,5.93,,,,,,,,,
2000-04-07,,,,,,,1501.3399658203125,1518.6800537109375,1501.3399658203125,1516.3499755859375,1516.3499755859375,891600000.0,4354.1298828125,4446.4501953125,4323.18017578125,4446.4501953125,4446.4501953125,1563430000.0,25.63999938964844,25.63999938964844,23.579999923706055,24.38999938964844,24.38999938964844,0.0,5.86,,,,,,,,,
2000-04-10,,,,,,,1516.3499755859375,1527.18994140625,1503.3499755859375,1504.4599609375,1504.4599609375,853700000.0,4475.2001953125,4475.2001953125,4188.169921875,4188.2001953125,4188.2001953125,1446140000.0,25.440000534057617,26.040000915527344,24.969999313354492,25.989999771118164,25.989999771118164,0.0,5.8,,,,,,,,,
2000-04-11,,,,,,,1504.4599609375,1512.800048828125,1486.780029296875,1500.5899658203125,1500.5899658203125,971400000.0,4094.610107421875,4182.9599609375,4009.52001953125,4055.89990234375,4055.89990234375,1679390000.0,27.670000076293945,28.079999923706055,26.63999938964844,27.25,27.25,0.0,5.89,,,,,,,,,
2000-04-12,,,,,,,1500.5899658203125,1509.0799560546875,1466.1500244140625,1467.1700439453125,1467.1700439453125,1175900000.0,4050.320068359375,4077.919921875,3769.169921875,3769.6298828125,3769.6298828125,1921090000.0,27.190000534057617,28.979999542236328,27.040000915527344,28.979999542236328,28.979999542236328,0.0,5.97,,,,,,,,,
2000-04-13,,,,,,,1467.1700439453125,1477.52001953125,1439.3399658203125,1440.510009765625,1440.510009765625,1032000000.0,3839.56005859375,3914.679931640625,3676.669921875,3676.780029296875,3676.780029296875,1951500000.0,28.459999084472656,29.399999618530273,27.780000686645508,29.399999618530273,29.399999618530273,0.0,5.94,,,,,,,,,
2000-04-14,,,,,,,1440.510009765625,1440.510009765625,1339.4000244140625,1356.56005859375,1356.56005859375,1279700000.0,3597.43994140625,3615.639892578125,3265.97998046875,3321.2900390625,3321.2900390625,2555780000.0,30.09000015258789,33.790000915527344,30.09000015258789,33.4900016784668,33.4900016784668,0.0,5.85,,,,,,,,,
2000-04-17,,,,,,,1356.56005859375,1401.530029296875,1346.5,1401.43994140625,1401.43994140625,1204700000.0,3232.93994140625,3539.77001953125,3227.0400390625,3539.159912109375,3539.159912109375,2482830000.0,33.70000076293945,34.310001373291016,28.469999313354492,28.950000762939453,28.950000762939453,0.0,6.01,,,,,,,,,
2000-04-18,,,,,,,1401.43994140625,1441.6099853515625,1397.81005859375,1441.6099853515625,1441.6099853515625,1109400000.0,3596.14990234375,3794.969970703125,3563.830078125,3793.570068359375,3793.570068359375,2152720000.0,27.93000030517578,28.1299991607666,26.1200008392334,26.1200008392334,26.1200008392334,0.0,6.05,,,,,,,,,
2000-04-19,,,,,,,1441.6099853515625,1447.68994140625,1424.260009765625,1427.469970703125,1427.469970703125,1001400000.0,3832.64990234375,3851.56005859375,3698.330078125,3706.409912109375,3706.409912109375,1760270000.0,26.540000915527344,27.229999542236328,26.270000457763672,27.020000457763672,27.020000457763672,0.0,5.99,,,,,,,,,
2000-04-20,,,,,,,1427.469970703125,1435.489990234375,1422.0799560546875,1434.5400390625,1434.5400390625,896200000.0,3735.080078125,3751.330078125,3599.679931640625,3643.8798828125,3643.8798828125,1422730000.0,26.540000915527344,27.209999084472656,25.770000457763672,25.850000381469727,25.850000381469727,0.0,5.99,,,,,,,,,
2000-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-04-24,,,,,,,1434.5400390625,1434.5400390625,1407.1300048828125,1429.8599853515625,1429.8599853515625,868700000.0,3466.68994140625,3496.820068359375,3345.25,3482.47998046875,3482.47998046875,1540710000.0,27.790000915527344,28.5,27.25,27.3700008392334,27.3700008392334,0.0,6.0,,,,,,,,,
2000-04-25,,,,,,,1429.8599853515625,1477.6700439453125,1429.8599853515625,1477.43994140625,1477.43994140625,1071100000.0,3592.72998046875,3711.570068359375,3583.919921875,3711.22998046875,3711.22998046875,1622910000.0,26.260000228881836,26.450000762939453,25.200000762939453,25.239999771118164,25.239999771118164,0.0,6.14,,,,,,,,,
2000-04-26,,,,,,,1477.43994140625,1482.93994140625,1456.97998046875,1460.989990234375,1460.989990234375,999600000.0,3728.989990234375,3777.080078125,3629.360107421875,3630.090087890625,3630.090087890625,1592830000.0,25.38999938964844,27.239999771118164,25.270000457763672,26.969999313354492,26.969999313354492,0.0,6.14,,,,,,,,,
2000-04-27,,,,,,,1460.989990234375,1469.2099609375,1434.81005859375,1464.9200439453125,1464.9200439453125,1111000000.0,3519.1298828125,3774.110107421875,3513.760009765625,3774.030029296875,3774.030029296875,1548760000.0,29.43000030517578,29.5,25.950000762939453,26.190000534057617,26.190000534057617,0.0,6.23,,,,,,,,,
