Generation,Dataset,Baseline PR AUC,Label,PR AUC,Beats Baseline?,Lineage,Status
4,mixed_realistic_w4_n15_d30.csv,0.045,Elastic_L100_C10 + Cluster Centroids_G4,0.192,✅ Yes,child of Elastic_L100_C10 + Cluster Centroids_G3,✅ Survived
4,mixed_realistic_w4_n15_d30.csv,0.045,Elastic_L100_C10 + Cluster Centroids_G4,0.192,✅ Yes,child of Elastic_L100_C10 + Cluster Centroids_G3,✅ Survived
4,mixed_realistic_w4_n15_d30.csv,0.045,Elastic_L100_C10 + Cluster Centroids_G4,0.192,✅ Yes,child of Elastic_L100_C10 + Cluster Centroids_G3,✅ Survived
4,mixed_realistic_w4_n15_d30.csv,0.045,Elastic_L100_C10 + Cluster Centroids_G4,0.192,✅ Yes,child of Elastic_L100_C10 + Cluster Centroids_G3,✅ Survived
4,mixed_realistic_w4_n15_d30.csv,0.045,Elastic_L100_C10 + Cluster Centroids_G4,0.192,✅ Yes,child of Elastic_L100_C10 + Cluster Centroids_G3,✅ Survived
4,mixed_realistic_w4_n15_d30.csv,0.045,Elastic_L100_C10 + Cluster Centroids_G4,0.191,✅ Yes,child of Elastic_L100_C10 + Cluster Centroids_G3,✅ Survived
