Model,MSE,R² Score,ROC-AUC Score,Accuracy Score,Log Loss,Training Time (s),Prediction Time (s),Cross-Validation Stability,Fitness Score,Generation,Lineage,Hotness,Cleverness
SGDClassifier,0.02729528535980149,0.34881177776326955,0.7696921720963635,0.9727047146401985,0.27117627637539354,1.0553500652313232,0.0006330013275146484,0.9737393699844293,0.41671485146758747,1,Original,0.8271580208220363,-0.5116929963026773
